iter	MAE	RMSE
0	0.6707589368	0.8077497654
1	0.6685156581	0.8058781321
2	0.6662819275	0.8040761313
3	0.6640562601	0.8022821768
4	0.6618829584	0.8005777939
5	0.6597545924	0.7989675409
6	0.6580946218	0.7977831499
7	0.6561211651	0.7963875066
8	0.6544221401	0.795267795
9	0.6526599301	0.79409009
10	0.6508570151	0.792860124
11	0.6490584393	0.7916791568
12	0.6463524177	0.7898228941
13	0.643723757	0.7880686661
14	0.6411166554	0.7863435477
15	0.6384741145	0.7846307268
16	0.6358034119	0.7828894809
17	0.6333987072	0.7814573089
18	0.6310212539	0.7800190081
19	0.6285556435	0.7785019798
20	0.6263588354	0.7772402882
21	0.6240642048	0.7759014361
22	0.621845701	0.7746343281
23	0.6199500049	0.7737033876
24	0.61788497	0.7725268566
25	0.615886013	0.771471179
26	0.6139921093	0.7705302935
27	0.6122246064	0.7697302351
28	0.6105047037	0.7689038166
29	0.6088364742	0.7681503567
30	0.6071476871	0.7672814485
31	0.6055708882	0.7665207181
32	0.6041005686	0.7658510266
33	0.6026447047	0.7650884006
34	0.601271505	0.7643480912
35	0.6000690722	0.7636689961
36	0.598938612	0.7630184149
37	0.5978961151	0.762429358
38	0.5968060207	0.7617437157
39	0.5950593297	0.7604175596
40	0.5942028736	0.7598190857
41	0.5934751006	0.7594289476
42	0.5925660314	0.7587415896
43	0.5918472886	0.7582847618
44	0.5912236567	0.757904815
45	0.5901341615	0.7569629904
46	0.5896100607	0.7566192898
47	0.5890924344	0.7562989557
48	0.588648712	0.7560239394
49	0.5881274165	0.7556947292
50	0.5870335139	0.7547377561
51	0.5860133097	0.7538909217
52	0.5851517567	0.7531584366
53	0.5844678584	0.7526059764
54	0.5838630374	0.7521304521
55	0.583451175	0.7518601182
56	0.5829562759	0.7514717664
57	0.5823608278	0.75093345
58	0.5815656242	0.7502402487
59	0.58092762	0.7496865271
60	0.5804231956	0.7493015044
61	0.5798863807	0.7487819899
62	0.5794203002	0.7484386919
63	0.5788986274	0.7479523322
64	0.5784896627	0.7476132892
65	0.5780643133	0.7473122296
66	0.5777140085	0.7470731845
67	0.577313369	0.7468497539
68	0.5766422955	0.7462137735
69	0.5760733733	0.7457362579
70	0.5756026805	0.7452638512
71	0.575091309	0.7448240767
72	0.57447742	0.7443228236
73	0.5739123774	0.7439521677
74	0.5737335694	0.7437482814
75	0.5731031488	0.7431845724
76	0.5725589613	0.7426888345
77	0.5721810649	0.7423997051
78	0.5717402436	0.7419604391
79	0.5712477451	0.7415214228
80	0.5707897832	0.7410960922
81	0.570187688	0.7405324953
82	0.5696546538	0.7400972022
83	0.5691894126	0.7397218423
84	0.5687720799	0.7392913685
85	0.5680893177	0.7387832915
86	0.5676302955	0.7384373711
87	0.5672710797	0.7381564213
88	0.5667915762	0.7377292489
89	0.5665101518	0.7374609188
90	0.5661910275	0.7370681382
91	0.5656728812	0.7366637942
92	0.5651699306	0.7362225891
93	0.5646833905	0.7357930509
94	0.5641669134	0.7353795865
95	0.5638758738	0.7351862414
96	0.5633611499	0.7347881487
97	0.5632012177	0.734620243
98	0.5630151505	0.7344202799
99	0.5622766382	0.7337473085
100	0.5617400895	0.7333009594
101	0.5612202436	0.7328168236
102	0.5609108287	0.7325213392
103	0.5606188408	0.73215267
104	0.5602029325	0.7318159572
105	0.5597736901	0.7313815191
106	0.5593546002	0.7309994201
107	0.5592319036	0.7308405417
108	0.5589010696	0.7305305697
109	0.5585800063	0.7302084845
110	0.5582644856	0.7298052737
111	0.5580093122	0.7295184079
112	0.5577078592	0.7291534654
113	0.557312768	0.7288339042
114	0.5570392681	0.7285868679
115	0.5566405798	0.7281147244
116	0.5564401743	0.7278770032
117	0.5560996819	0.7274980668
118	0.5559629789	0.7273633959
119	0.5557127443	0.7271186284
120	0.5551060828	0.7265907123
121	0.5549285425	0.726413791
122	0.5546773328	0.726170329
123	0.5544776851	0.7259536495
124	0.5541692941	0.7255891402
125	0.55361477	0.7252420365
126	0.5533651078	0.7250402288
127	0.5530751502	0.724777651
128	0.5529634171	0.7246349052
129	0.5527371005	0.7243915654
130	0.5526154214	0.7242751023
131	0.5522611163	0.7239050691
132	0.5517335132	0.7234730642
133	0.5514334905	0.7231939049
134	0.5510663297	0.7228620041
135	0.5507032879	0.7225104797
136	0.5503467869	0.7221895622
137	0.549972251	0.7219036893
138	0.5497542635	0.7216836005
139	0.5493901046	0.7213339672
140	0.5490844092	0.7210798344
141	0.548869782	0.7208449155
142	0.5486445151	0.7205679789
143	0.5485362677	0.720426197
144	0.5482525262	0.7200554705
145	0.5482499173	0.7200538145
146	0.5480920016	0.7198532294
147	0.5479825607	0.7197451498
148	0.5476945022	0.7194038993
149	0.547355094	0.7191241778
150	0.5470604989	0.7187813726
151	0.5467319718	0.7184349872
152	0.5464661503	0.7181220923
153	0.5462610542	0.7178628904
154	0.5460004669	0.7176254411
155	0.5458500232	0.7174429006
156	0.5455518814	0.7171915521
157	0.5452395906	0.7168689783
158	0.5449261413	0.7165724628
159	0.5448068311	0.7164387385
160	0.5444253778	0.7161216439
161	0.5443178607	0.7159985294
162	0.5441851746	0.7158152182
163	0.5439022889	0.7155208142
164	0.5435581927	0.7151985891
165	0.5433830925	0.7150118988
166	0.5433086877	0.714931451
167	0.5430800105	0.7147028405
168	0.5429677783	0.7145731262
169	0.5429511993	0.714558625
170	0.5427507884	0.7143075888
171	0.5423962841	0.7140386575
172	0.542261616	0.7138862957
173	0.5419424604	0.7136187241
174	0.5414650263	0.7130981073
175	0.5410020131	0.7127009854
176	0.5408820099	0.7125487652
177	0.5406778227	0.712316393
178	0.5404093879	0.7120913005
179	0.5400313607	0.7117212786
180	0.5397253549	0.7114832262
181	0.5393777974	0.7111855459
182	0.5391346444	0.7108506231
183	0.5390292988	0.7106935222
184	0.5388284767	0.7104463906
185	0.5384193165	0.70996322
186	0.5382918253	0.7098112766
187	0.5380899089	0.7096204094
188	0.5378602903	0.7093717985
189	0.537343856	0.7089479825
190	0.537072435	0.7086102738
191	0.5367308737	0.7083120041
192	0.5366073647	0.7081702043
193	0.5364408703	0.7079837911
194	0.5363926846	0.7079341877
195	0.5362499124	0.7077983732
196	0.5361738217	0.7076957958
197	0.5360119097	0.7074907046
198	0.535588043	0.7071317079
199	0.5354335857	0.7069304836
200	0.5352074804	0.7066522186
201	0.5350539664	0.7064893404
202	0.5349104361	0.706314896
203	0.534720067	0.7060893508
204	0.5345775001	0.7059222082
205	0.5340966588	0.7055498605
206	0.5338718771	0.7051794003
207	0.5337282421	0.7050218625
208	0.533490675	0.7047759032
209	0.533197309	0.7044748742
210	0.5330221589	0.7042690707
211	0.5329323591	0.7041722998
212	0.5329276365	0.7041675425
213	0.5324887017	0.703785308
214	0.5322049399	0.703487017
215	0.5318836883	0.7031361154
216	0.5318116621	0.7030174307
217	0.5316765964	0.7028621772
218	0.5315448508	0.7026890704
219	0.5313546332	0.70253516
220	0.5311714308	0.7023048955
221	0.53108301	0.7021805454
222	0.5310072608	0.7020874404
223	0.530574014	0.7015963152
224	0.5305430831	0.7015478475
225	0.5304693109	0.701447844
226	0.5303013847	0.7012394682
227	0.5301537062	0.70105281
228	0.5298644924	0.7007218378
229	0.529685106	0.7005793445
230	0.5296062398	0.7004811351
231	0.5292554181	0.7001352424
232	0.5291649991	0.7000481688
233	0.528840315	0.6997119182
234	0.5286878505	0.6995583738
235	0.5284989097	0.6993987002
236	0.5283346988	0.6992528726
237	0.5282846489	0.6992021643
238	0.5281685269	0.6990860882
239	0.5280863263	0.6989960339
240	0.5280315299	0.6988917417
241	0.5277712634	0.6986305364
242	0.5275510316	0.6983686346
243	0.5274908539	0.6982763683
244	0.5273066692	0.6981162767
245	0.5269012786	0.6976774092
246	0.5267502413	0.6975403141
247	0.5264791067	0.6972471919
248	0.5263900544	0.6971347074
249	0.5260854972	0.6967898965
250	0.5258613918	0.6965489352
251	0.525414888	0.6962181926
252	0.5250074139	0.6958642035
253	0.5248527253	0.6957264702
254	0.5248307224	0.6956831855
255	0.5246879375	0.6955253106
256	0.5244561698	0.6952591535
257	0.5243761823	0.6951497113
258	0.5240649786	0.6948203246
259	0.5239364788	0.6946639434
260	0.523478541	0.6942112664
261	0.5231639185	0.6939417195
262	0.5229938303	0.6938247087
263	0.5229596334	0.693776672
264	0.5226963435	0.6934568889
265	0.5224363145	0.6931753199
266	0.522178251	0.6928594778
267	0.5218411381	0.692488079
268	0.5215236051	0.6921303508
269	0.5213191936	0.6919921152
270	0.5212607837	0.6919151012
271	0.5208495576	0.6914678685
272	0.5206371755	0.6912474818
273	0.5204477152	0.6910718531
274	0.5202589085	0.6908398894
275	0.5200853598	0.6906305608
276	0.5199150742	0.6904048931
277	0.5198539825	0.6903419163
278	0.519616327	0.6900702387
279	0.5195817469	0.6900315831
280	0.519242147	0.6895879936
281	0.5191924975	0.6895106988
282	0.5191149096	0.6894062766
283	0.5190192158	0.6892859455
284	0.5189117846	0.6891716754
285	0.5189161569	0.6891620317
286	0.5188357049	0.6890513353
287	0.5186125689	0.6887778064
288	0.5184285854	0.6885978215
289	0.5183872169	0.6885503115
290	0.5182189327	0.6883576093
291	0.5181267509	0.688255986
292	0.5180682666	0.6881783409
293	0.5178222826	0.6879156447
294	0.5177459046	0.6878399706
295	0.5173877742	0.6874513889
296	0.5171780912	0.6871978869
297	0.516851047	0.6869537198
298	0.5167544435	0.6868289895
299	0.5165690548	0.6866173198
300	0.5163926999	0.6864017666
301	0.5163551424	0.6863595044
302	0.5162773237	0.6862723091
303	0.5161678515	0.6861414887
304	0.5158883391	0.6858314573
305	0.5158134007	0.6857259028
306	0.5155571049	0.6855029433
307	0.5154018656	0.6853465653
308	0.5151730017	0.6851053488
309	0.5148788691	0.6847706925
310	0.5147767401	0.6846493834
311	0.5145535696	0.6844724612
312	0.5144975903	0.6844038751
313	0.5142888647	0.6841578961
314	0.514081323	0.6839244405
315	0.5138212909	0.6836052555
316	0.5136699986	0.6833939168
317	0.5136333494	0.6833456114
318	0.5134848745	0.6831758708
319	0.5132868261	0.6829587292
320	0.513110437	0.6827500605
321	0.512956887	0.6825732972
322	0.5128013313	0.6823911517
323	0.5126828831	0.6822568538
324	0.5125115229	0.6820446351
325	0.5124073513	0.6819381068
326	0.5123172695	0.6818191456
327	0.5120926645	0.6815820241
328	0.5119241694	0.6814059857
329	0.5118082074	0.6812851908
330	0.5116586231	0.6810989456
331	0.5115108454	0.6809296241
332	0.5113864072	0.6807726841
333	0.5111674015	0.6805213193
334	0.5110748188	0.6804206432
335	0.510998695	0.6803372313
336	0.510920578	0.6802519322
337	0.5107810867	0.6800955625
338	0.5104859445	0.6798488342
339	0.5104085941	0.6797558877
340	0.5102537643	0.6795930569
341	0.5100773955	0.6793784026
342	0.5099599412	0.6792453157
343	0.5097797331	0.6790452177
344	0.5096227423	0.6788752182
345	0.5094389687	0.6786324843
346	0.5092530973	0.6784035336
347	0.5091515594	0.6782696031
348	0.509055635	0.6781583621
349	0.5088355942	0.6778889393
350	0.508742448	0.6777566592
351	0.5086490158	0.6776482948
352	0.5085605534	0.6775344853
353	0.508461747	0.6774205437
354	0.5083880195	0.6773432098
355	0.5083098797	0.6772337935
356	0.5082204814	0.6771183867
357	0.5080440809	0.6769091733
358	0.5078176462	0.6766498334
359	0.5075416987	0.6763558595
360	0.5072469102	0.6760074582
361	0.5071432979	0.6758858542
362	0.5069175069	0.675614728
363	0.5068450293	0.6755392405
364	0.5066378666	0.6752915922
365	0.5065427738	0.6751811341
366	0.5063361585	0.674932171
367	0.5061481118	0.6747182177
368	0.5059765533	0.6745050024
369	0.5057398009	0.6742424723
370	0.5055251661	0.6739737795
371	0.5053692003	0.673810662
372	0.5053240626	0.6737700688
373	0.505114497	0.6735102253
374	0.5048237313	0.6731905305
375	0.5044768208	0.6730539142
376	0.5043824374	0.6729331616
377	0.5041336763	0.6727009205
378	0.504087281	0.6726488054
379	0.5040311395	0.6725817113
380	0.5039246065	0.6724444319
381	0.5037920312	0.6722849437
382	0.5036015931	0.6720455355
383	0.5034392754	0.6718283913
384	0.50323261	0.6716196267
385	0.5030341529	0.6713875047
386	0.5027901993	0.6711267881
387	0.5026941722	0.671024455
388	0.5024850092	0.6707836724
389	0.5023373536	0.6706207169
390	0.5022283986	0.6704917444
391	0.5020678454	0.6703070342
392	0.5019525833	0.6701602572
393	0.5018160842	0.6700161735
394	0.5016794356	0.6698559747
395	0.5015665101	0.6697347672
396	0.5013902212	0.6695187711
397	0.5012038715	0.6693281741
398	0.5010362821	0.669122021
399	0.5008272583	0.6688823872
400	0.5007395582	0.6687801712
401	0.5006764722	0.668707311
402	0.5005446761	0.6685630959
403	0.500422194	0.6684116467
404	0.5002719533	0.6682438326
405	0.5001452712	0.6680833863
406	0.4999774134	0.6678786993
407	0.4998750402	0.6677791902
408	0.4996635954	0.6675311166
409	0.4995134931	0.6673324021
410	0.4993284488	0.6671387928
411	0.4990667001	0.6668296408
412	0.4989502967	0.6667057226
413	0.4985263259	0.6662042463
414	0.4983170111	0.6659566324
415	0.4982845021	0.6659180772
416	0.4982367277	0.6658595075
417	0.4981767618	0.6657666726
418	0.4980997535	0.6656895652
419	0.4979683545	0.6655481243
420	0.4977796442	0.6653172649
421	0.4976813642	0.665187894
422	0.4975158716	0.6650369845
423	0.4974307241	0.6649527226
424	0.4972023858	0.6647117851
425	0.4967768736	0.6642339079
426	0.4967031953	0.6641575466
427	0.4965051771	0.6639397436
428	0.4963529191	0.6637561093
429	0.4961843228	0.6635499554
430	0.4959668382	0.6632980504
431	0.4957967756	0.6631181385
432	0.4956831147	0.6629987038
433	0.4956214585	0.6629296011
434	0.4954643554	0.6627522583
435	0.4952217244	0.662505301
436	0.4951118529	0.662368041
437	0.494970984	0.6622608149
438	0.4948667651	0.6621308341
439	0.4946597995	0.661921164
440	0.4945292698	0.6617551582
441	0.4943748263	0.6615626725
442	0.4941923475	0.6613663489
443	0.494030453	0.6611743441
444	0.4939770458	0.6611157605
445	0.4938808377	0.6610101664
446	0.4937842574	0.6609050872
447	0.4935893449	0.6606620368
448	0.4934872822	0.6605498754
449	0.4933283468	0.6603611859
450	0.4932063754	0.6602025515
451	0.4931130889	0.6600900483
452	0.492907852	0.6598348836
453	0.4928305426	0.6597333075
454	0.4926864259	0.6595724013
455	0.4925929136	0.659454179
456	0.4924612642	0.6593205476
457	0.4924158971	0.659260115
458	0.4922952761	0.6591081929
459	0.4922466456	0.6590477589
460	0.4921902849	0.6589732979
461	0.4920528001	0.6588042775
462	0.4918858336	0.6585947242
463	0.4917819831	0.6584637775
464	0.4916823098	0.6583452138
465	0.4914665372	0.6580787757
466	0.4914164097	0.6580226627
467	0.4912710181	0.6578420706
468	0.4911947507	0.6577621357
469	0.4910318663	0.6575875577
470	0.4908401331	0.6573512827
471	0.4906523045	0.6571433346
472	0.490590225	0.6570731623
473	0.4905482324	0.6570096394
474	0.4903602825	0.6567970846
475	0.4902755947	0.6567003989
476	0.490099087	0.6564957795
477	0.4898044396	0.656210659
478	0.4896832859	0.6560692885
479	0.4894843284	0.6558419057
480	0.4894067243	0.6557588415
481	0.4893096081	0.6556620193
482	0.489023424	0.6553369687
483	0.4889814941	0.6552883035
484	0.4888171011	0.6550981878
485	0.4886408589	0.6549068307
486	0.4885734407	0.6548318043
487	0.488402812	0.6546409255
488	0.488258298	0.6544719772
489	0.4878941041	0.6541944592
490	0.4878447169	0.6541358719
491	0.4877728578	0.6540597064
492	0.4875729718	0.6538341481
493	0.4875171047	0.6537723879
494	0.4874539866	0.6536899473
495	0.4872384481	0.6534424765
496	0.4871088759	0.6532755794
497	0.4869916849	0.6531253835
498	0.4868032403	0.6528857342
499	0.4867147716	0.6527856716
500	0.4866929257	0.6527613451
501	0.4866185215	0.6526731321
502	0.4863984095	0.6524281161
503	0.4863394977	0.6523518417
504	0.4861395087	0.6521288195
505	0.4860367329	0.6520030336
506	0.4858938367	0.6518532188
507	0.4857346317	0.6516572222
508	0.4856472188	0.6515589819
509	0.4855433151	0.6514512582
510	0.4854093089	0.651286556
511	0.4852630268	0.651101642
512	0.4851319817	0.6509588423
513	0.4850165708	0.6508302333
514	0.4848962778	0.6507057309
515	0.4845924258	0.6505109515
516	0.48455845	0.6504718344
517	0.4843986589	0.6502858338
518	0.4843085661	0.6501806898
519	0.4842031423	0.6500397173
520	0.4841205466	0.649937783
521	0.4839629357	0.6497522436
522	0.4838933605	0.6496727079
523	0.4838238971	0.6495938483
524	0.4836153636	0.6493398249
525	0.4834480732	0.6491511094
526	0.4833405627	0.6490290682
527	0.4832127874	0.6489051462
528	0.483092363	0.6487696313
529	0.4830293558	0.6486992807
530	0.4830118036	0.648665371
531	0.4828244795	0.6484480682
532	0.4827536742	0.6483730914
533	0.4826163199	0.6481880487
534	0.4825005101	0.6480707933
535	0.4824596692	0.6480187195
536	0.4824319119	0.6479862733
537	0.4822867814	0.6478117471
538	0.4822505475	0.6477635358
539	0.4820867755	0.6475852806
540	0.4820431102	0.6475312498
541	0.4818894463	0.6473576764
542	0.4817920997	0.647242563
543	0.4816754298	0.6471204595
544	0.4814967952	0.6469169907
545	0.4814164729	0.6468355347
546	0.4813344185	0.64673711
547	0.4811903687	0.646576505
548	0.4811180757	0.6464920911
549	0.4810283996	0.6463808044
550	0.4808243568	0.6461228722
551	0.4807685062	0.6460678037
552	0.4806072679	0.6458879482
553	0.4804692644	0.6457142336
554	0.4803986415	0.6456303669
555	0.4803552544	0.645574769
556	0.4802289652	0.6454440794
557	0.4801815387	0.6453863264
558	0.4801286901	0.6453213001
559	0.4800993915	0.6452890753
560	0.4800181442	0.6452010396
561	0.4799087204	0.6450909234
562	0.4797781421	0.6449435288
563	0.4796852688	0.6448414938
564	0.4795368724	0.6446822077
565	0.479407943	0.6445308413
566	0.4792840662	0.6443899148
567	0.4792653444	0.6443671567
568	0.4791606941	0.6442512143
569	0.4789533131	0.6439766491
570	0.4788650691	0.6438988972
571	0.4786962133	0.6437111531
572	0.4785362088	0.6435414412
573	0.4784152244	0.6434000846
574	0.4782587911	0.6432251639
575	0.4779491227	0.6428715697
576	0.4778584894	0.6427744629
577	0.477690647	0.6425938845
578	0.477591696	0.6424828821
579	0.4775691849	0.6424637611
580	0.4774761245	0.6423680897
581	0.4774198335	0.6422966362
582	0.4772793056	0.6421352294
583	0.4771119074	0.6419266873
584	0.4770604525	0.6418693962
585	0.4770378183	0.6418449031
586	0.47689134	0.6416743348
587	0.4768016023	0.6415780664
588	0.476754771	0.6415068226
589	0.4766714215	0.6414064791
590	0.476602557	0.6413096231
591	0.4765620543	0.6412641415
592	0.4764536561	0.6411341726
593	0.4764003503	0.6410740841
594	0.4763308184	0.640999528
595	0.4762404226	0.6408997466
596	0.4761060551	0.6407425464
597	0.4759655843	0.6405676393
598	0.4758110131	0.6403847464
599	0.475646395	0.6402120089
600	0.4755576282	0.6401095815
601	0.4754574599	0.6399880771
602	0.4752863979	0.6397713259
603	0.4751266454	0.6395803177
604	0.4750763091	0.6395204476
605	0.4749850434	0.6394143736
606	0.4749625278	0.6393892633
607	0.4748221512	0.6392376482
608	0.4746584879	0.6390527162
609	0.4746346891	0.6390269877
610	0.4744372132	0.6388560204
611	0.4743712319	0.6387839584
612	0.4743465074	0.6387567693
613	0.4742196765	0.6386092778
614	0.4741746773	0.6385457714
615	0.4741488579	0.6385209182
616	0.4740707586	0.6384078014
617	0.4739845221	0.6383267241
618	0.4739078393	0.6382484644
619	0.4739001254	0.6382375809
620	0.4736908028	0.6379856872
621	0.4736709435	0.6379664322
622	0.473608883	0.6379162636
623	0.473485389	0.6377907083
624	0.473392894	0.6376916954
625	0.4733441177	0.6376368707
626	0.4732978319	0.6375882452
627	0.4731321751	0.637390928
628	0.4730863967	0.6373382212
629	0.4730324688	0.6372692397
630	0.4729267025	0.6371512351
631	0.4728110507	0.6370193785
632	0.4727273482	0.6369215949
633	0.4726744714	0.63686388
634	0.4725031914	0.6366745224
635	0.4723335644	0.6364701113
636	0.4722227868	0.6363275794
637	0.4720832153	0.6361659145
638	0.4719260804	0.6359697936
639	0.471844302	0.6358653264
640	0.4718254786	0.6358498207
641	0.4717055681	0.635698796
642	0.4716843937	0.6356630343
643	0.4716172569	0.6355865993
644	0.4715340802	0.6354881549
645	0.4714968743	0.6354464912
646	0.4714141566	0.6353442137
647	0.4713221943	0.6352451082
648	0.4711347393	0.6350978026
649	0.4710654004	0.6350289154
650	0.4710130782	0.6349499293
651	0.4708880788	0.6348058452
652	0.4708384807	0.6347377308
653	0.4707431546	0.6346343001
654	0.4705419877	0.6343889517
655	0.4704105183	0.6342578564
656	0.4703417503	0.6341786619
657	0.4702199702	0.634038119
658	0.4701298515	0.6339476946
659	0.470054143	0.6338453444
660	0.4700222712	0.6338176668
661	0.4698376595	0.6336262062
662	0.4697592575	0.6335402042
663	0.4696938284	0.6334641446
664	0.4696478456	0.6334194309
665	0.4695281408	0.6332802239
666	0.4693904891	0.6331196779
667	0.4692383943	0.6329687293
668	0.4691859723	0.6329196424
669	0.4690326151	0.6327478577
670	0.4688721424	0.6325574445
671	0.4687316831	0.6323893198
672	0.4686855231	0.6323392957
673	0.4686401605	0.6322898789
674	0.4685635225	0.63221139
675	0.4684661881	0.6321022248
676	0.4683473607	0.6319609436
677	0.4683149757	0.6319213208
678	0.468225536	0.6318099916
679	0.4681225728	0.6316973941
680	0.4680793069	0.6316489254
681	0.4679180142	0.631452497
682	0.4678184645	0.6313400339
683	0.4677570122	0.6312716286
684	0.4676986851	0.6312003646
685	0.4676125476	0.6310981072
686	0.4674979969	0.6309592404
687	0.4674216776	0.6308786837
688	0.4673145762	0.6307502065
689	0.4672758922	0.6307188575
690	0.4671784748	0.6306034784
691	0.4670009977	0.6303825526
692	0.4668949521	0.6302477702
693	0.4668672225	0.6302183656
694	0.4667150223	0.630045173
695	0.4666710975	0.6300020504
696	0.4665883567	0.6299113298
697	0.4665500444	0.6298691618
698	0.4664176982	0.6297121888
699	0.4663894	0.6296782951
700	0.4663322962	0.6295928833
701	0.4662518534	0.629488792
702	0.4661732806	0.6294084797
703	0.4660654654	0.6292970293
704	0.4660164868	0.6292488872
705	0.4659477276	0.6291681374
706	0.4658582886	0.6290599406
707	0.4657962435	0.6289870138
708	0.4656986447	0.6288727784
709	0.4656663787	0.6288273551
710	0.4656126174	0.6287591086
711	0.465547304	0.6286882789
712	0.4654368457	0.6285636403
713	0.4653735712	0.6284930634
714	0.4652001372	0.6282850604
715	0.4651667097	0.6282486947
716	0.4651190003	0.6282004207
717	0.4650701757	0.6281501334
718	0.4649788538	0.628048438
719	0.4648628587	0.6279042596
720	0.4646809964	0.6276865944
721	0.4645608153	0.6275749339
722	0.4644736383	0.6274755453
723	0.4644070288	0.6274029959
724	0.4643018235	0.6272936329
725	0.4640854667	0.6270430516
726	0.4639416394	0.6268902777
727	0.4638564916	0.6267984652
728	0.4637171317	0.6266811913
729	0.4636590544	0.6266123539
730	0.4635788826	0.62651313
731	0.463564977	0.6264944649
732	0.4635328361	0.6264532259
733	0.4634653682	0.6263854477
734	0.4634129293	0.6263337993
735	0.4633960922	0.6263144121
736	0.4633176497	0.6262213911
737	0.4632902528	0.6261826406
738	0.4632189462	0.6261074004
739	0.4631328634	0.6260131051
740	0.4630702153	0.6259532632
741	0.462929082	0.6257916237
742	0.4628030231	0.6256642397
743	0.4627121967	0.6255666379
744	0.4625800885	0.6253984108
745	0.4624800773	0.6252816117
746	0.4623900949	0.6251879114
747	0.4623793472	0.6251757711
748	0.4622083498	0.6249784427
749	0.4621546471	0.6249150435
750	0.4620797431	0.6248387024
751	0.4620144438	0.6247830876
752	0.461937405	0.6246811507
753	0.4618420499	0.6245525165
754	0.4617326374	0.6244218555
755	0.4616771133	0.6243505699
756	0.4616336586	0.6243026812
757	0.4615860542	0.624242125
758	0.4615482948	0.6242015735
759	0.4615053546	0.6241544582
760	0.4614466895	0.6240871201
761	0.4613481549	0.6239864474
762	0.4611816257	0.6238170241
763	0.4611481653	0.6237909946
764	0.4610310777	0.6236437738
765	0.460937736	0.6235473154
766	0.4607662486	0.6233233404
767	0.4606950562	0.6232244848
768	0.4605882106	0.6231089165
769	0.4604587909	0.6229717383
770	0.4603819812	0.6228839344
771	0.460234242	0.6227118988
772	0.4602167522	0.6226919755
773	0.4601833158	0.6226576009
774	0.4600373274	0.6224777777
775	0.4598429889	0.6222453664
776	0.4598137861	0.6222173839
777	0.4597191282	0.6221061729
778	0.4596743442	0.6220566991
779	0.4596415329	0.6220169455
780	0.4594837623	0.6218296087
781	0.4592847515	0.6216227883
782	0.4592152174	0.6215323925
783	0.4590853878	0.6213607423
784	0.4589623527	0.6212061415
785	0.458873871	0.6211380174
786	0.4587509922	0.6210057924
787	0.4587025092	0.6209499912
788	0.4585611009	0.6207783185
789	0.4584922237	0.6206996769
790	0.4583248065	0.6205289694
791	0.4581464068	0.6203865968
792	0.4580525878	0.620291966
793	0.4580137515	0.6202476065
